Title,Author(s),Journal,Year,# times Cited (Papers),# times Cited (Patents),URL,Affiliations,Countries,Abstract
Present Status of the Microstructured Semiconductor Neutron Detector-Based Direct Helium-3 Replacement,"['Taylor R. Ochs', 'Steven L. Bellinger', 'Ryan. G. Fronk', 'Luke C. Henson', 'David E. Huddleston', 'Zoairia I. Lyric', 'J. Kenneth Shultis', 'Colten T. Smith', 'Timothy J. Sobering', 'Douglas S. McGregor']",IEEE Transactions on Nuclear Science,2017,9,0,https://ieeexplore.ieee.org/document/7817837/,"{'Electronics Design Laboratory, Kansas State University, Manhattan, KS, USA', 'Radiation Detection Technologies, Inc., Manhattan, KS, USA', 'Semiconductor Materials and Radiological Technologies Laboratory, Kansas State University, Manhattan, KS, USA'}",{'USA'},"A small form-factor, third-generation microstructured semiconductor neutron detector (MSND)-based 3 He replacement (HeRep Mk III) detector has been developed to serve as a direct replacement to expensive small-diameter, high-pressure 3 He gas-filled proportional neutron counters. Previously, the larger, 2-in diameter by 6-in-long HeRep Mk II utilized thirty 4-cm 2 active area single-sided MSNDs to replace a similarly sized 4-atm 3 He counter. The net count rate of the HeRep Mk II was 95.15% ± 9.04% of the net count rate of a similarly sized 4-atm 3 He detector for bare 252 Cf at a distance of 1 m. The HeRep Mk II net count rate measured 102.71% ±2.65% of the 3 He detector net count rate when each were placed in 6-in diameter by 9-in-long cylindrical high-density polyethylene (HDPE) moderator casks. The HeRep Mk III was developed as a test bed for new-generation dual-sided MSNDs (DSMSNDs), as well as for reduced-power electronics. The 0.75-in diameter by 4.50-in-long HeRep Mk III was populated with twelve 1-cm 2 active area DSMSNDs. The pvp-type diodes have thus far realized 53.54% ± 0.61% intrinsic thermal-neutron detection efficiency. The HeRep Mk III was tested against a 0.75-in diameter by 3.0-in-long 10-atm 3 He detector with a 30-ng 252 Cf source at a distance of 0.25 m. The HeRep Mk III reported 45.4% ± 0.3% and 56.7% ± 0.2% of the count rate of the 10-atm 3 He detector for detectors with no exterior moderator and in a 3-in by 5.75-in cylindrical HDPE moderator cask, respectively. The HeRep Mk III gamma-ray sensitivity was measured at a dose rate of 50 mR/hr from 137 Cs resulting in a net count rate of 0.01 cps, which corresponds to a gamma-ray rejection ratio of approximately 5:10 7 ."
Tunable Semiconductor Laser Based on Surface High-Order Bragg Gratings With 62 × 50 GHz Wavelength Tuning,"['Fangling Du', 'Anjin Liu', 'Hailing Wang', 'Yuanbo Xu', 'Jing Li', 'Wanhua Zheng']",IEEE Photonics Technology Letters,2022,0,0,https://ieeexplore.ieee.org/document/9856633/,"{'Center of Materials Science and Optoelectronics Engineering, University of Chinese Academy of Sciences, Beijing, China', 'Key Laboratory of Solid-State Optoelectronics Information Technology, Institute of Semiconductors, Chinese Academy of Sciences, Beijing, China'}",{'China'},"A tunable semiconductor laser based on surface high-order Bragg gratings with 50 GHz channel spacing is demonstrated for the first time. The tunable semiconductor laser can cover 62 channels at 25 °C, and the side mode suppression ratio (SMSR) of each channel is larger than 34 dB. To achieve such properties, the number, depth and periods of the slots of the tunable semiconductor laser are optimized by the 2-D scattering matrix method (SMM) to obtain denser reflection peaks with smaller full width at half maximum (FWHM) and higher reflectivity. The tunable semiconductor laser can be widely used in dense wavelength division multiplexing (DWDM) systems and can provide a promising light source for photonic integrated circuits."
Progress of Ultra-Wide Bandgap Ga2O3 Semiconductor Materials in Power MOSFETs,"['Hongpeng Zhang', 'Lei Yuan', 'Xiaoyan Tang', 'Jichao Hu', 'Jianwu Sun', 'Yimen Zhang', 'Yuming Zhang', 'Renxu Jia']",IEEE Transactions on Power Electronics,2020,97,0,https://ieeexplore.ieee.org/document/8863396/,"{""Key Laboratory of Wide Band Gap Semiconductor Materials and Devices, School of Microelectronics, Xidian University, Xi'an, China"", ""Department of Electronic Engineering, Xi'an University of Technology, Xi'an, China"", 'Department of Physics, Chemistry, and Biology (IFM), Linköping University, Linköping, Sweden'}","{'China', 'Sweden'}","As a promising ultra-wide bandgap semiconductor, the β-phase of Ga 2 O 3 has attracted more and more interest in the field of power electronics due to its ultra-wide bandgap (4.8 eV), high theoretical breakdown electric field (8 MV/cm), and large Baliga's figure of merit, which is deemed as a potential candidate for next generation high-power electronics, including diodes, field effect transistors (FETs), etc. In this article, we introduce the basic material properties of Ga 2 O 3 , and review the recent progress and advances of β-Ga 2 O 3 based metal-oxide-semiconductor field-effect transistors (MOSFETs). Due to the problematic p-type doping technology up to now, the enhancement-mode (E-mode) β-Ga 2 O 3 FETs face more difficulties, compared with depletion mode (D-mode). This article focuses on reviewing the recent progress of E-mode Ga 2 O 3 MOSFETs, summarizing and comparing various feasible solutions when p-type doping is absent. Furthermore, the device fabrication and performances of state-of-art β-Ga 2 O 3 MOSFETs, including D-mode, E-mode, and planar/vertical structure are fully discussed and compared, as well as potential solutions to the challenges of Ga 2 O 3 FETs."
Integrated Four-Wavelength DFB Diode Laser Array for Continuous-Wave THz Generation,"['Mengdie Sun', 'Shaoyang Tan', 'Fei Guo', 'Songtao Liu', 'Qiang Kan', 'Dan Lu', 'Ruikang Zhang', 'Wu Zhao', 'Song Liang', 'Wei Wang', 'Ronald Broeke', 'Francisco. M. Soares', 'Chen Ji']",IEEE Photonics Journal,2016,18,0,https://ieeexplore.ieee.org/document/7491248/,"{'Bright Photonics, Maarssen, The Netherlands', 'Key Laboratory of Semiconductor Materials Science, Beijing Key Laboratory of Low Dimensional Semiconductor Materials and Devices, Institute of Semiconductors, Chinese Academy of Sciences, Beijing, China', 'Fraunhofer Heinrich Hertz Institute, Berlin, Germany'}","{'Netherlands', 'Germany', 'China'}","Impact Statement:The parallel design can produce better beating output compared with the serial design. A semiconductor optical amplifier is introduced to boost beating power and balance mode power through saturation effect. Tuning of THz beating frequency is realized through much faster current tuning. Widely tunable continuous-wave THz generation from 0.1 to 2.25 THz was demonstrated. The photonic integration chip is designed based on standard InP foundry model, which is capable of volume manufacturing.We demonstrate a four-wavelength distributed feedback (DFB) diode laser array integrated with a semiconductor optical amplifier (SOA) for widely tunable terahertz (THz) mode-beating generation. The InP-based monolithically integrated chip consists of DFB laser diodes, an SOA, and a multimode interference (MMI) coupler. Microheaters and electrode plates are integrated on top of each DFB section for continuous and independent wavelength tuning. By heterodyning the output from the DFB lasers on a Uni-Traveling Carrier Photodiode (UTC-PD) integrated antenna, a continuous THz radiation ranging from 0.1 to 2.25 THz was obtained."
Equilateral-Triangle and Square Resonator Semiconductor Microlasers,"['Yue-De Yang', 'Yong-Zhen Huang', 'Kai-Jun Che', 'Shi-Jiang Wang', 'Yong-Hong Hu', 'Yun Du']",IEEE Journal of Selected Topics in Quantum Electronics,2009,22,0,https://ieeexplore.ieee.org/document/5068486/,"{'State Key Laboratory on Integrated Optoelectronics, Institute of Semiconductors, Chinese Academy and Sciences, Beijing, China'}",{'China'},"The characteristics of equilateral-triangle resonator (ETR) and square resonator microlasers are reported, which are potential light sources in the photonic integrations. Based on the numerical simulations, we find that high-efficiency directional emission can be achieved for the triangle and square microlasers by directly connecting an output waveguide to the resonators. The electrically injected InP/InGaAsP ETR and square resonator microlasers with a 2-mum-wide output waveguide were fabricated by standard photolithography and inductively coupled plasma etching techniques. Room-temperature continuous-wave (CW) operations were achieved for the ETR microlasers with the side length from 10 to 30 mum and the square resonator microlasers with the side length of 20 mum. The output power versus CW injection current and the laser spectra are presented for an ETR microlaser up to 310 K and a square resonator microlaser to 305 K. The lasing spectra with mode wavelength intervals as that of whispering-gallery-type modes and Fabry-Parot modes are observed for two square lasers, which can lase at low temperature and room temperature, respectively."
AlGaN/GaN power HFET on silicon substrate with source-via grounding (SVG) structure,"['M. Hikita', 'M. Yanagihara', 'K. Nakazawa', 'H. Ueno', 'Y. Hirose', 'T. Ueda', 'Y. Uemoto', 'T. Tanaka', 'D. Ueda', 'T. Egawa']",IEEE Transactions on Electron Devices,2005,72,12,https://ieeexplore.ieee.org/document/1499081/,"{'Research Center for Nano-Device and Systems, Nagoya Institute of Technology, Nagoya, Japan', 'Semiconductor Device Research Center, Matsushita Electric Industrial Company Limited, Semiconductor Company, Osaka, Japan'}",{'Japan'},"We have developed a high-power AlGaN/GaN HFET fabricated on 4-in conductive Si substrate with a source-via grounding (SVG) structure. The SVG structure enables efficient chip layout and high packing density by the vertical configuration. By establishing a high-quality epitaxial technology on a Si substrate and by significantly reducing the parasitic resistance, a very low specific on-state resistance of 1.9 m/spl Omega//spl middot/cm/sup 2/ is achieved. The breakdown voltage is as high as 350 V, which is attributed to the Si substrate acting as a backside field plate. Because of reduction of the parasitic inductance, very high level of current (2.0 kA/cm/sup 2/) transients, i.e., a turn-on time of 98 ps and a turn-off time of 96 ps, are successfully measured for the first time."
A Comprehensive Investigation of Depth Filter Functionality for a Colloidal Silica Slurry Used for Semiconductor Manufacturing Process,"['Young Yoo', 'Sunho Moon', 'Yunseo Jang', 'Inkyung Park', 'Hyungil Lee', 'Manhee Lee']",IEEE Transactions on Semiconductor Manufacturing,2019,0,0,https://ieeexplore.ieee.org/document/8493307/,"{'S. LSI, Samsung Electronics Kiheung Campus, Yongin, South Korea', 'Analysis Science and Engineering, Samsung Electronics Hwasung Campus, Hwaseong, South Korea', 'Department of Physics, Chungbuk National University, Cheongju, South Korea', 'Filter Business, Synopex Inc., Yongin, South Korea'}",{'South Korea'},"We report a comprehensive study on depth filter functionality by using a slurry, colloidal silica, used for chemical mechanical polishing process in semiconductor manufacturing. We show that the depth filters with nominal pore size ranging from 0.1 μm to 0.5 μm selectively reduces the concentration of `large' particles up to 80%, and maintains other critical properties of slurry including solid content ratio, mean diameter of particles, pH, zeta potential, and conductivity. Furthermore, we find the particle size-dependent filter efficiency, and the stable and allowable pressure drop across the filters. The depth filtration efficiently reduces the large particle concentration in slurry, and thus could be useful for suppressing the associated manufacturing defects such as micro-scratches and pits on the polished wafers."
Design of Photonic Crystal Semiconductor Optical Amplifier With Polarization Independence,"['Yejin Zhang', 'Wanhua Zheng', 'Qi Aiyi', 'Hongwei Qu', 'Hongling Peng', 'Shizhong Xie', 'Lianghui Chen']",Journal of Lightwave Technology,2010,2,0,https://ieeexplore.ieee.org/document/5604633/,"{'The Electrical Engineering Department, Tsinghua University, Beijing, China', 'The Nano-Optoelectronic Laboratory, Institute of Semiconductors, Chinese Academy and Sciences, Beijing, China'}",{'China'},"Slow-light effects in photonic crystal (PC) waveguides can enhance light-mater interaction near the photonic band edge, which can be used to design a short cavity length semiconductor optical amplifier (SOA). In this paper, a novel SOA based on slow-light effects in PC waveguides (PCSOA) is presented. To realize the amplification of the optical signal with polarization independence, a PCSOA is designed with a compensated structure. The cascaded structure leads to a balanced amplification to the TE and TM polarized light."
"A Web Services-Based Collaborative Planning, Forecasting, and Replenishment (CPFR) Framework for Managing Spare Parts of Semiconductor Equipment","['Mu-Chen Chen', 'Kai-Ying Chen', 'Ming-Fu Hsu', 'Cheng-Ta Yeh']",IEEE Transactions on Semiconductor Manufacturing,2009,4,0,https://ieeexplore.ieee.org/document/5170099/,"{'Hon Hai Precision Industry Company, Ltd., Taipei, Taiwan, R.O.C', 'Department of Industrial Engineering and Management, National Taipei University of Technology, Taipei, Taiwan, R.O.C', 'Institute of Traffic and Transportation, National Chiao Tung University, Taipei, Taiwan, R.O.C', 'Department of Industrial Management, National Taiwan University of Science and Technology, Taipei, Taiwan, R.O.C'}",{'Taiwan'},"In a semiconductor foundry, equipment failure has long been recognized as a major cause of unpredicted breakdown which results in an excessive production loss. Equipment maintenance management is one of the essential tasks in semiconductor manufacturing. Due to the prosperity of Internet and IT, e-diagnostics and e-maintenance through the Web have become important applications in the semiconductor industry. Web services (WSs) can assist the data integration in heterogeneous e-manufacturing systems to support faster and remote maintenance functions. In this paper, a WS-based collaborative planning, forecasting and replenishment (CPFR) framework, namely WS-CPFR, is developed to collaboratively manage the logistics activities of spare parts in semiconductor equipment between equipment suppliers and semiconductor factories."
Self-Sustained Spin-Polarized Current Oscillations in Diluted Magnetic Semiconductor Superlattices,"['Manuel Carretero', 'Ram Ó n Escobedo', 'Luis L. Bonilla', 'Gloria Platero']",IEEE Transactions on Magnetics,2008,0,0,https://ieeexplore.ieee.org/document/4717561/,"{'Unidad Asociada al Instituto de Ciencia de Materiales de Madrid, CSIC, Madrid, Spain', 'Departamento de Matemática Aplicada y Ciencias de la Computación, Universidad de Cantabria, Santander, Spain', 'Instituto de Ciencia de Materiales, CSIC, Cantoblanco, Spain'}",{'Spain'},"A direct current (dc) voltage biased II-VI semiconductor multiquantum well structure attached to normal contacts exhibits self-sustained spin-polarized current oscillations if one or more of its wells are doped with Mn. Self-sustained current oscillations are due to repeated triggering of charge dipole domains at the magnetic wells and motion towards the collector. Without magnetic impurities, the only configurations appearing in these structures are stationary. Analysis and numerical solution of a nonlinear spin transport model yield the minimal number of wells and the range of doping density needed to find oscillations, the current-voltage characteristic curve and the main features of stable stationary and time-periodic states. Our study could allow designing the oscillatory spin-polarized current injectors."
Nonvolatile Memory With Extremely Low-Leakage Indium-Gallium-Zinc-Oxide Thin-Film Transistor,"['Hiroki Inoue', 'Takanori Matsuzaki', 'Shuhei Nagatsuka', 'Yutaka Okazaki', 'Toshinari Sasaki', 'Kousei Noda', 'Daisuke Matsubayashi', 'Takahiko Ishizu', 'Tatsuya Onuki', 'Atsuo Isobe', 'Yutaka Shionoiri', 'Kiyoshi Kato', 'Takashi Okuda', 'Jun Koyama', 'Shunpei Yamazaki']",IEEE Journal of Solid-State Circuits,2012,70,17,https://ieeexplore.ieee.org/document/6226809/,"{'TFT Circuit Design Division, Semiconductor Energy Laboratory Company Limited, Kanagawa, Japan', 'Semiconductor Energy Laboratory Company Limited, Kanagawa, Japan'}",{'Japan'},"Emerging nonvolatile memory with an oxide–semiconductor-based thin-film transistor (TFT) using indium-gallium-zinc-oxide (IGZO) was developed. The memory is called nonvolatile oxide–semiconductor random access memory (NOSRAM). The memory cell of the NOSRAM (NOSRAM cell) consists of an IGZO TFT for data writing, a normal Si-based p-channel metal-oxide-semiconductor (PMOS) for data reading, and a cell capacitor for storing charge and controlling the PMOS gate voltage. The IGZO TFT and the cell capacitor are formed over the PMOS. Owing to extremely low-leakage-current characteristics of the IGZO TFT, the charge stored in the 2-fF cell capacitor is maintained for a long time. This long data retention realized innovative nonvolatile memory. The NOSRAM cell fabricated with the 0.8-μm process technology demonstrated an on/off ratio of 107and an endurance over 1012write cycles. In addition, NOSRAM with a memory capacity of 1 Mb was fabricated; the cell size was 12.32μm2and the cell array size was 13.5mm2. The 1-Mb NOSRAM achieved basic operation at 4.5 V or less, write operation at 150 ns/page, read distribution of data “1” with3σ= 0.10 V, and a data retention over 60 days at 85∘C."
Simplified Subspaced Regression Network for Identification of Defect Patterns in Semiconductor Wafer Maps,"['Fatima Adly', 'Omar Alhussein', 'Paul D. Yoo', 'Yousof Al-Hammadi', 'Kamal Taha', 'Sami Muhaidat', 'Young-Seon Jeong', 'Uihyoung Lee', 'Mohammed Ismail']",IEEE Transactions on Industrial Informatics,2015,66,0,https://ieeexplore.ieee.org/document/7275185/,"{'Memory Division, Samsung Electronics Co., Hwasung, South Korea', 'Department of Computing and Informatics, Bournemouth University, Poole, U.K.', 'ECE Department, Ohio State University, Columbus, OH, USA', 'Chonnam National University, Gwangju, South Korea', 'School of Engineering Science, Simon Fraser University, Burnaby, BC, Canada'}","{'UK', 'USA', 'Canada', 'South Korea'}","Wafer defects, which are primarily defective chips on a wafer, are of the key challenges facing the semiconductor manufacturing companies, as they could increase the yield losses to hundreds of millions of dollars. Fortunately, these wafer defects leave unique patterns due to their spatial dependence across wafer maps. It is thus possible to identify and predict them in order to find the point of failure in the manufacturing process accurately. This paper introduces a novel simplified subspaced regression framework for the accurate and efficient identification of defect patterns in semiconductor wafer maps. It can achieve a test error comparable to or better than the state-of-the-art machine-learning (ML)-based methods, while maintaining a low computational cost when dealing with large-scale wafer data. The effectiveness and utility of the proposed approach has been demonstrated by our experiments on real wafer defect datasets, achieving detection accuracy of 99.884% and R 2 of 99.905%, which are far better than those of any existing methods reported in the literature."
Analysis of Slot Characteristics in Slotted Single-Mode Semiconductor Lasers Using the 2-D Scattering Matrix Method,"['Q. Y. Lu', 'W. H. Guo', 'R. Phelan', 'D. Byrne', 'J. F. Donegan', 'P. Lambkin', 'B. Corbett']",IEEE Photonics Technology Letters,2006,77,0,https://ieeexplore.ieee.org/document/4026621/,"{'Semiconductor Photonics Group, School of Physics and Centre for Telecommunication Value-Driven Research (CTVR), Trinity College Dublin, Dublin, Ireland', 'Photonics Group and Centre for Telecommunication Value-Chain Driven Research (CTVR), Tyndall National Institute, Cork, Ireland'}",{'Ireland'},"We use the two-dimensional (2-D) scattering matrix method (SMM) to analyze the slot characteristics in slotted single-mode semiconductor lasers and compare the results with those calculated by the one-dimensional transfer matrix method (TMM). The analysis shows that the 2-D SMM is required to accurately account for the measured results. Using the 2-D SMM simulation, we find that there is almost no reflection at the interface from slot to waveguide while a large reflection exists at the interface from waveguide to slot, and the power loss is much larger than the power reflected. For a single slot, the slot width has little influence on the slot reflectivity, which coincides with the measured results. The reflection and transmission of the slot are found to be exponentially dependent on the slot depth"
